"seq","service","name","method","url","status","statusCode","durationMs","correlationId","message","responseExcerpt"
"21","crbt-community-library","Update mood","PUT","http://localhost:8091/library/moods/12","PASS","200","57","uat-20260605-103003-021","HTTP 200","{""success"":true,""message"":""OK"",""data"":{""id"":12,""name"":""UAT Mood Updated uat-20260605-103003"",""description"":""UAT mood updated"",""createdAt"":""2026-06-05T03:30:07.578939Z"",""updatedAt"":""2026-06-05T03:30:07.578956Z""},""timestamp"":1780630207670}"
"22","crbt-community-library","Create ringtone","POST","http://localhost:8091/library/ringtones","PASS","200","262","uat-20260605-103003-022","HTTP 200","{""success"":true,""message"":""OK"",""data"":{""id"":10,""title"":""UAT Ringtone uat-20260605-103003"",""artistName"":""UAT Artist"",""audioUrl"":""https://example.com/audio/uat-ringtone.mp3"",""coverImageUrl"":""https://example.com/cover.png"",""durationSeconds"":30,""featured"":true,""status"":true,""selectionCount"":0,""category"":{""id"":12,""name"":""UAT Category Updated uat-20260605-103003"",""description"":""UAT category updated"",""createdAt"":""2026-06-05T03:30:07.300384Z"",""updatedAt"":""2026-06-05T03:30:07.511964Z""},""mood"":{""id"":12,""n"
"23","crbt-community-library","Update ringtone","PUT","http://localhost:8091/library/ringtones/10","PASS","200","24","uat-20260605-103003-023","HTTP 200","{""success"":true,""message"":""OK"",""data"":{""id"":10,""title"":""UAT Ringtone Updated uat-20260605-103003"",""artistName"":""UAT Artist"",""audioUrl"":""https://example.com/audio/uat-ringtone.mp3"",""coverImageUrl"":""https://example.com/cover.png"",""durationSeconds"":30,""featured"":false,""status"":true,""selectionCount"":0,""category"":{""id"":12,""name"":""UAT Category Updated uat-20260605-103003"",""description"":""UAT category updated"",""createdAt"":""2026-06-05T03:30:07.300384Z"",""updatedAt"":""2026-06-05T03:30:07.511964Z""},""mood"":{"""
"24","crbt-community-library","Patch ringtone status","PATCH","http://localhost:8091/library/ringtones/10/status","PASS","200","54","uat-20260605-103003-024","HTTP 200","{""success"":true,""message"":""OK"",""data"":{""id"":10,""title"":""UAT Ringtone Updated uat-20260605-103003"",""artistName"":""UAT Artist"",""audioUrl"":""https://example.com/audio/uat-ringtone.mp3"",""coverImageUrl"":""https://example.com/cover.png"",""durationSeconds"":30,""featured"":false,""status"":true,""selectionCount"":0,""category"":{""id"":12,""name"":""UAT Category Updated uat-20260605-103003"",""description"":""UAT category updated"",""createdAt"":""2026-06-05T03:30:07.300384Z"",""updatedAt"":""2026-06-05T03:30:07.511964Z""},""mood"":{"""
"25","crbt-community-library","Search ringtones","GET","http://localhost:8091/library/ringtones/search?q=UAT","PASS","200","45","uat-20260605-103003-025","HTTP 200","{""success"":true,""message"":""OK"",""data"":{""content"":[{""id"":10,""title"":""UAT Ringtone Updated uat-20260605-103003"",""artistName"":""UAT Artist"",""audioUrl"":""https://example.com/audio/uat-ringtone.mp3"",""coverImageUrl"":""https://example.com/cover.png"",""durationSeconds"":30,""featured"":false,""status"":true,""selectionCount"":0,""category"":{""id"":12,""name"":""UAT Category Updated uat-20260605-103003"",""description"":""UAT category updated"",""createdAt"":""2026-06-05T03:30:07.300384Z"",""updatedAt"":""2026-06-05T03:30:07.511964Z"
"26","crbt-community-library","Ringtone statistics","GET","http://localhost:8091/library/ringtones/statistics","PASS","200","30","uat-20260605-103003-026","HTTP 200","{""success"":true,""message"":""OK"",""data"":{""totalTracks"":6,""activeTracks"":6,""inactiveTracks"":0,""totalSelections"":0},""timestamp"":1780630208112}"
"27","crbt-community-library","Export ringtones","GET","http://localhost:8091/library/ringtones/export","PASS","200","19","uat-20260605-103003-027","HTTP 200","ï»¿ID,Title,Artist,Category,Mood,Duration (s),Upload Date,Selection Count,Status
3,""Animals"",""Martin Garrix"",""EDM"",""NÄng Äá»ng"",30,2026-06-04,0,Active
1,""Láº¡c TrÃ´i"",""SÆ¡n TÃ¹ng M-TP"",""Thiáº¿u nhi"",""Vui"",30,2026-06-04,0,Active
2,""Waiting For You"",""MONO"",""Thiáº¿u nhi"",""Vui"",30,2026-06-04,0,Active
5,""River Flows In You"",""Yiruma"",""HÃ i hÆ°á»c"",""ThÆ° giÃ£n"",30,2026-06-04,0,Active
4,""Hotel California"",""Eagles"",""TÃ¬nh cáº£m"",""Chill"",30,2026-06-04,0,Active
10,""UAT Ringtone Updated uat-20260605-103"
"28","crbt-community-library","Random ringtone","GET","http://localhost:8091/library/ringtones/random","PASS","200","33","uat-20260605-103003-028","HTTP 200","{""success"":true,""message"":""OK"",""data"":{""id"":4,""title"":""Hotel California"",""artistName"":""Eagles"",""audioUrl"":""http://minio:9000/audio/hotel-california.mp3"",""coverImageUrl"":null,""durationSeconds"":30,""featured"":false,""status"":true,""selectionCount"":0,""category"":{""id"":2,""name"":""TÃ¬nh cáº£m"",""description"":""Nháº¡c tÃ¬nh cáº£m, sÃ¢u láº¯ng"",""createdAt"":""2026-06-04T16:39:30.969123Z"",""updatedAt"":null},""mood"":{""id"":3,""name"":""Chill"",""description"":""ThÆ° giÃ£n, nháº¹ nhÃ ng, Ãªm dá»u"",""createdAt"":""2026-06-04T1"
"29","audio-generation-service","Audio job submit","POST","http://localhost:8092/audio-jobs","PASS","202","1651","uat-20260605-103003-029","HTTP 202","{""success"":true,""message"":""OK"",""data"":{""id"":5,""prompt"":""Create short upbeat UAT CRBT tune"",""voiceId"":""vi-VN-HoaiMyNeural"",""status"":""FAILED"",""resultUrl"":null,""errorMessage"":""Connection refused executing POST http://file-service/api/files/internal/upload-audio?bucket=media-audio"",""createdAt"":""2026-06-05T03:30:08.605861855Z""},""timestamp"":1780630209779}"
"30","audio-generation-service","Audio job list","GET","http://localhost:8092/audio-jobs","PASS","200","68","uat-20260605-103003-030","HTTP 200","{""success"":true,""message"":""OK"",""data"":[{""id"":5,""prompt"":""Create short upbeat UAT CRBT tune"",""voiceId"":""vi-VN-HoaiMyNeural"",""status"":""FAILED"",""resultUrl"":null,""errorMessage"":""Connection refused executing POST http://file-service/api/files/internal/upload-audio?bucket=media-audio"",""createdAt"":""2026-06-05T03:30:08.605862Z""},{""id"":4,""prompt"":""Create short upbeat UAT CRBT tune"",""voiceId"":""vi-VN-HoaiMyNeural"",""status"":""COMPLETED"",""resultUrl"":""http://localhost:9000/media-audio/lyria-ff126fc4-3974-47b1-"
"31","audio-generation-service","Audio job detail","GET","http://localhost:8092/audio-jobs/5","PASS","200","14","uat-20260605-103003-031","HTTP 200","{""success"":true,""message"":""OK"",""data"":{""id"":5,""prompt"":""Create short upbeat UAT CRBT tune"",""voiceId"":""vi-VN-HoaiMyNeural"",""status"":""FAILED"",""resultUrl"":null,""errorMessage"":""Connection refused executing POST http://file-service/api/files/internal/upload-audio?bucket=media-audio"",""createdAt"":""2026-06-05T03:30:08.605862Z""},""timestamp"":1780630209936}"
"32","audio-generation-service","Audio analyze","POST","http://localhost:8092/audio-jobs/analyze","FAIL","500","10","uat-20260605-103003-032","The remote server returned an error: (500) Internal Server Error.","{""errorCode"":""COMMON_INTERNAL_ERROR"",""message"":""Internal server error"",""timestamp"":1780630209951}"
"33","audio-generation-service","DIY generate","POST","http://localhost:8092/diy/generate","WARN","400","14","uat-20260605-103003-033","The remote server returned an error: (400) Bad Request.","{""errorCode"":""COMMON_BAD_REQUEST"",""message"":""Missing vocal start or end time"",""timestamp"":1780630209968}"
"34","audio-generation-service","DIY analyze","POST","http://localhost:8092/diy/analyze","WARN","400","9","uat-20260605-103003-034","The remote server returned an error: (400) Bad Request.","{""errorCode"":""COMMON_BAD_REQUEST"",""message"":""Either file or audioFileKey must be provided"",""timestamp"":1780630209980}"
"35","crbt-core-adapter","Assign ringtone","POST","http://localhost:8094/ringtone-assignments","PASS","202","377","uat-20260605-103003-035","HTTP 202","{""success"":true,""message"":""OK"",""data"":{""id"":5,""msisdn"":""84960000999"",""ringtoneUrl"":""https://example.com/audio/uat-ringtone.mp3"",""status"":""FAILED"",""mytoneTransactionId"":null,""errorMessage"":""Transcoding failure: https://example.com/audio/uat-ringtone.mp3"",""createdAt"":""2026-06-05T03:30:10.048082698Z""},""timestamp"":1780630210283}"
"36","crbt-core-adapter","List assignments","GET","http://localhost:8094/ringtone-assignments?msisdn=84960000999","PASS","200","87","uat-20260605-103003-036","HTTP 200","{""success"":true,""message"":""OK"",""data"":[{""id"":5,""msisdn"":""84960000999"",""ringtoneUrl"":""https://example.com/audio/uat-ringtone.mp3"",""status"":""FAILED"",""mytoneTransactionId"":null,""errorMessage"":""Transcoding failure: https://example.com/audio/uat-ringtone.mp3"",""createdAt"":""2026-06-05T03:30:10.048083Z""},{""id"":4,""msisdn"":""84960000999"",""ringtoneUrl"":""https://example.com/audio/uat-ringtone.mp3"",""status"":""FAILED"",""mytoneTransactionId"":null,""errorMessage"":""Mytone unavailable: I/O error on DELETE request for"
"37","file-service","Presigned upload URL","GET","http://localhost:8083/api/files/presigned/upload?originalName=uat-audio.mp3&contentType=audio/mpeg","PASS","200","157","uat-20260605-103003-037","HTTP 200","{""success"":true,""message"":""OK"",""data"":{""fileId"":5,""objectKey"":""eca0ad5f-476c-4393-b140-c4a51f3ac5b0-uat-audio.mp3"",""url"":""http://localhost:9000/media-temp/eca0ad5f-476c-4393-b140-c4a51f3ac5b0-uat-audio.mp3?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=admin%2F20260605%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260605T033010Z&X-Amz-Expires=300&X-Amz-SignedHeaders=host&X-Amz-Signature=56646c8d1027a6f1cc67533abd3f95d29d8ff86af58ef534ca973b845752aa5e"",""expiresInSeconds"":300},""timestamp"":178063"
"38","file-service","Multipart upload","POST","http://localhost:8083/api/files/upload","FAIL","500","18","uat-20260605-103003-038","The remote server returned an error: (500) Internal Server Error.","{""errorCode"":""COMMON_INTERNAL_ERROR"",""message"":""Internal server error"",""timestamp"":1780630210643}"
"39","file-service","Confirm file","POST","http://localhost:8083/api/files/{fileId}/confirm","SKIP",,"0","","Missing fileId dependency",""
"40","file-service","Presigned download URL","GET","http://localhost:8083/api/files/{fileId}/presigned/download","SKIP",,"0","","Missing fileId dependency",""
"41","file-service","Internal upload audio","POST","http://localhost:8083/api/files/internal/upload-audio?bucket=media-audio","PASS","200","61","uat-20260605-103003-041","HTTP 200","{""success"":true,""message"":""OK"",""data"":""http://localhost:9000/media-audio/lyria-bef8a7dd-e95a-45fe-bae4-c01813c5c302.mp3"",""timestamp"":1780630210706}"
"42","crbt-credit-transaction-service","Credit transaction history","GET","http://localhost:8093/credit-transactions/history","PASS","200","226","uat-20260605-103003-042","HTTP 200","{""success"":true,""message"":""OK"",""data"":{""content"":[{""id"":18,""userId"":3,""amount"":1,""direction"":""DEDUCT"",""reason"":""UAT_DEDUCT"",""referenceId"":""uat-20260605-103003-wallet-deduct"",""timestamp"":1780630206685,""createdAt"":""2026-06-05T03:30:06.708876Z""},{""id"":17,""userId"":3,""amount"":5,""direction"":""ADD"",""reason"":""UAT_ADD"",""referenceId"":""uat-20260605-103003-wallet-add"",""timestamp"":1780630206621,""createdAt"":""2026-06-05T03:30:06.672566Z""},{""id"":11,""userId"":3,""amount"":1,""direction"":""DEDUCT"",""reason"":""UAT_DEDUCT"""
"43","crbt-credit-transaction-service","Credit transaction export","GET","http://localhost:8093/credit-transactions/export","PASS","200","19","uat-20260605-103003-043","HTTP 200","ID,User ID,Amount,Direction,Reason,Reference ID,Timestamp,Created At
1,3,5,ADD,""UAT_ADD"",uat-20260604-233948-wallet-add,1780591191799,2026-06-04T16:39:51.832924Z
2,3,1,DEDUCT,""UAT_DEDUCT"",uat-20260604-233948-wallet-deduct,1780591191830,2026-06-04T16:39:51.855039Z
3,3,5,ADD,""UAT_ADD"",uat-20260604-234008-wallet-add,1780591210047,2026-06-04T16:40:10.049729Z
4,3,1,DEDUCT,""UAT_DEDUCT"",uat-20260604-234008-wallet-deduct,1780591210106,2026-06-04T16:40:10.108420Z
5,3,5,ADD,""UAT_ADD"",uat-20260605-081038-w"
"44","audit-log-service","Audit query","GET","http://localhost:8084/audit/query","PASS","200","121","uat-20260605-103003-044","HTTP 200","{""success"":true,""message"":""OK"",""data"":{""content"":[{""id"":287,""userId"":3,""action"":""GET /credit-transactions/export"",""sourceIp"":""172.18.0.1"",""status"":""SUCCESS"",""metadataJson"":""{\""duration_ms\"":9,\""controller\"":\""CreditTransactionController\"",\""method\"":\""exportCsv\"",\""request_uri\"":\""/credit-transactions/export\""}"",""timestamp"":1780630210955,""createdAt"":""2026-06-05T03:30:10.957040Z""},{""id"":286,""userId"":3,""action"":""GET /credit-transactions/history"",""sourceIp"":""172.18.0.1"",""status"":""SUCCESS"",""metadata"
"45","crbt-core-adapter","Remove assignment","DELETE","http://localhost:8094/ringtone-assignments/5","PASS","200","182","uat-20260605-103003-045","HTTP 200","{""success"":true,""message"":""OK"",""data"":{""id"":5,""msisdn"":""84960000999"",""ringtoneUrl"":""https://example.com/audio/uat-ringtone.mp3"",""status"":""FAILED"",""mytoneTransactionId"":null,""errorMessage"":""Mytone unavailable: I/O error on DELETE request for \""https://cms.mytone.example.com/api/ringtones/84960000999\"": cms.mytone.example.com: Name does not resolve"",""createdAt"":""2026-06-05T03:30:10.048083Z""},""timestamp"":1780630211262}"
"46","file-service","Delete file","DELETE","http://localhost:8083/api/files/{fileId}","SKIP",,"0","","Missing fileId dependency",""
"47","crbt-community-library","Delete ringtone","DELETE","http://localhost:8091/library/ringtones/10","PASS","200","158","uat-20260605-103003-047","HTTP 200","{""success"":true,""message"":""OK"",""data"":null,""timestamp"":1780630211426}"
"48","crbt-community-library","Delete mood","DELETE","http://localhost:8091/library/moods/12","PASS","200","16","uat-20260605-103003-048","HTTP 200","{""success"":true,""message"":""OK"",""data"":null,""timestamp"":1780630211443}"
"49","crbt-community-library","Delete category","DELETE","http://localhost:8091/library/categories/12","PASS","200","15","uat-20260605-103003-049","HTTP 200","{""success"":true,""message"":""OK"",""data"":null,""timestamp"":1780630211461}"
