"seq","service","name","method","url","status","statusCode","durationMs","correlationId","message","responseExcerpt"
"34","audio-generation-service","DIY analyze","POST","http://localhost:8092/diy/analyze","WARN","400","12","uat-20260605-081038-034","The remote server returned an error: (400) Bad Request.","{""errorCode"":""COMMON_BAD_REQUEST"",""message"":""Either file or audioFileKey must be provided"",""timestamp"":1780621843362}"
"35","crbt-core-adapter","Assign ringtone","POST","http://localhost:8094/ringtone-assignments","PASS","202","365","uat-20260605-081038-035","HTTP 202","{""success"":true,""message"":""OK"",""data"":{""id"":2,""msisdn"":""84960000999"",""ringtoneUrl"":""https://example.com/audio/uat-ringtone.mp3"",""status"":""FAILED"",""mytoneTransactionId"":null,""errorMessage"":""Transcoding failure: https://example.com/audio/uat-ringtone.mp3"",""createdAt"":""2026-06-05T01:10:43.431200444Z""},""timestamp"":1780621843666}"
"36","crbt-core-adapter","List assignments","GET","http://localhost:8094/ringtone-assignments?msisdn=84960000999","PASS","200","83","uat-20260605-081038-036","HTTP 200","{""success"":true,""message"":""OK"",""data"":[{""id"":2,""msisdn"":""84960000999"",""ringtoneUrl"":""https://example.com/audio/uat-ringtone.mp3"",""status"":""FAILED"",""mytoneTransactionId"":null,""errorMessage"":""Transcoding failure: https://example.com/audio/uat-ringtone.mp3"",""createdAt"":""2026-06-05T01:10:43.431200Z""},{""id"":1,""msisdn"":""84960000999"",""ringtoneUrl"":""https://example.com/audio/uat-ringtone.mp3"",""status"":""FAILED"",""mytoneTransactionId"":null,""errorMessage"":""Mytone unavailable: I/O error on DELETE request for"
"37","file-service","Presigned upload URL","GET","http://localhost:8083/api/files/presigned/upload?originalName=uat-audio.mp3&contentType=audio/mpeg","PASS","200","64","uat-20260605-081038-037","HTTP 200","{""success"":true,""message"":""OK"",""data"":{""fileId"":2,""objectKey"":""8068b35d-f0a9-4327-9b7d-a524d179a33c-uat-audio.mp3"",""url"":""http://localhost:9000/media-temp/8068b35d-f0a9-4327-9b7d-a524d179a33c-uat-audio.mp3?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=admin%2F20260605%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260605T011043Z&X-Amz-Expires=300&X-Amz-SignedHeaders=host&X-Amz-Signature=b94ed798aa234c50ddbfb26dc558f2c1baeee4ed91573786ed3bddadafd99b68"",""expiresInSeconds"":300},""timestamp"":178062"
"38","file-service","Multipart upload","POST","http://localhost:8083/api/files/upload","FAIL","500","24","uat-20260605-081038-038","The remote server returned an error: (500) Internal Server Error.","{""errorCode"":""COMMON_INTERNAL_ERROR"",""message"":""Internal server error"",""timestamp"":1780621843920}"
"39","file-service","Confirm file","POST","http://localhost:8083/api/files/{fileId}/confirm","SKIP",,"0","","Missing fileId dependency",""
"40","file-service","Presigned download URL","GET","http://localhost:8083/api/files/{fileId}/presigned/download","SKIP",,"0","","Missing fileId dependency",""
"41","file-service","Internal upload audio","POST","http://localhost:8083/api/files/internal/upload-audio?bucket=media-audio","FAIL","500","12","uat-20260605-081038-041","The remote server returned an error: (500) Internal Server Error.","{""errorCode"":""FILE_UPLOAD_FAILED"",""message"":""Failed to upload file to storage"",""timestamp"":1780621843936}"
"42","crbt-credit-transaction-service","Credit transaction history","GET","http://localhost:8093/credit-transactions/history","PASS","200","124","uat-20260605-081038-042","HTTP 200","{""success"":true,""message"":""OK"",""data"":{""content"":[{""id"":7,""userId"":3,""amount"":11,""direction"":""ADD"",""reason"":""Subscription: UAT Package"",""referenceId"":""SUB-92e1f224-bba7-4998-ba59-e0ea13a8ce11"",""timestamp"":1780621840924,""createdAt"":""2026-06-05T01:10:40.926188Z""},{""id"":6,""userId"":3,""amount"":1,""direction"":""DEDUCT"",""reason"":""UAT_DEDUCT"",""referenceId"":""uat-20260605-081038-wallet-deduct"",""timestamp"":1780621840453,""createdAt"":""2026-06-05T01:10:40.470887Z""},{""id"":5,""userId"":3,""amount"":5,""direction"":""ADD"
"43","crbt-credit-transaction-service","Credit transaction export","GET","http://localhost:8093/credit-transactions/export","PASS","200","17","uat-20260605-081038-043","HTTP 200","ID,User ID,Amount,Direction,Reason,Reference ID,Timestamp,Created At
1,3,5,ADD,""UAT_ADD"",uat-20260604-233948-wallet-add,1780591191799,2026-06-04T16:39:51.832924Z
2,3,1,DEDUCT,""UAT_DEDUCT"",uat-20260604-233948-wallet-deduct,1780591191830,2026-06-04T16:39:51.855039Z
3,3,5,ADD,""UAT_ADD"",uat-20260604-234008-wallet-add,1780591210047,2026-06-04T16:40:10.049729Z
4,3,1,DEDUCT,""UAT_DEDUCT"",uat-20260604-234008-wallet-deduct,1780591210106,2026-06-04T16:40:10.108420Z
5,3,5,ADD,""UAT_ADD"",uat-20260605-081038-w"
"44","audit-log-service","Audit query","GET","http://localhost:8084/audit/query","PASS","200","128","uat-20260605-081038-044","HTTP 200","{""success"":true,""message"":""OK"",""data"":{""content"":[{""id"":93,""userId"":3,""action"":""GET /credit-transactions/export"",""sourceIp"":""172.18.0.1"",""status"":""SUCCESS"",""metadataJson"":""{\""duration_ms\"":8,\""controller\"":\""CreditTransactionController\"",\""method\"":\""exportCsv\"",\""request_uri\"":\""/credit-transactions/export\""}"",""timestamp"":1780621844079,""createdAt"":""2026-06-05T01:10:44.081285Z""},{""id"":92,""userId"":3,""action"":""GET /credit-transactions/history"",""sourceIp"":""172.18.0.1"",""status"":""SUCCESS"",""metadataJs"
"45","crbt-core-adapter","Remove assignment","DELETE","http://localhost:8094/ringtone-assignments/2","PASS","200","139","uat-20260605-081038-045","HTTP 200","{""success"":true,""message"":""OK"",""data"":{""id"":2,""msisdn"":""84960000999"",""ringtoneUrl"":""https://example.com/audio/uat-ringtone.mp3"",""status"":""FAILED"",""mytoneTransactionId"":null,""errorMessage"":""Mytone unavailable: I/O error on DELETE request for \""https://cms.mytone.example.com/api/ringtones/84960000999\"": cms.mytone.example.com: Name does not resolve"",""createdAt"":""2026-06-05T01:10:43.431200Z""},""timestamp"":1780621844351}"
"46","file-service","Delete file","DELETE","http://localhost:8083/api/files/{fileId}","SKIP",,"0","","Missing fileId dependency",""
"47","crbt-community-library","Delete ringtone","DELETE","http://localhost:8091/library/ringtones/7","PASS","200","165","uat-20260605-081038-047","HTTP 200","{""success"":true,""message"":""OK"",""data"":null,""timestamp"":1780621844520}"
"48","crbt-community-library","Delete mood","DELETE","http://localhost:8091/library/moods/9","PASS","200","16","uat-20260605-081038-048","HTTP 200","{""success"":true,""message"":""OK"",""data"":null,""timestamp"":1780621844537}"
"49","crbt-community-library","Delete category","DELETE","http://localhost:8091/library/categories/9","PASS","200","15","uat-20260605-081038-049","HTTP 200","{""success"":true,""message"":""OK"",""data"":null,""timestamp"":1780621844554}"
