"seq","service","name","method","url","status","statusCode","durationMs","correlationId","message","responseExcerpt"
"11","credit-wallet-service","Wallet me","GET","http://localhost:8086/api/wallet/me","PASS","200","11","uat-20260604-234008-011","HTTP 200","{""success"":true,""message"":""OK"",""data"":{""userId"":3,""balance"":10},""timestamp"":1780591210129}"
"12","crbt-campaign-service","Campaign create","POST","http://localhost:8090/campaigns","FAIL","200","20","uat-20260604-234008-012","The property 'Length' cannot be found on this object. Verify that the property exists.","{""success"":true,""message"":""OK"",""data"":{""id"":3,""name"":""UAT Campaign uat-20260604-234008"",""description"":""UAT campaign"",""status"":""ACTIVE"",""startAt"":""2026-06-04T16:35:10.308237100Z"",""endAt"":""2026-06-11T16:40:10.309263200Z"",""packages"":[{""id"":6,""name"":""UAT Package"",""price"":1000,""creditAmount"":10,""validityDays"":30}]},""timestamp"":1780591210152}"
"13","crbt-campaign-service","Campaign active list","GET","http://localhost:8090/campaigns/active","FAIL","200","33","uat-20260604-234008-013","The property 'Length' cannot be found on this object. Verify that the property exists.","{""success"":true,""message"":""OK"",""data"":[{""id"":2,""name"":""UAT Campaign uat-20260604-233948"",""description"":""UAT campaign"",""status"":""ACTIVE"",""startAt"":""2026-06-04T16:34:50.956685Z"",""endAt"":""2026-06-11T16:39:50.958267Z"",""packages"":[{""id"":5,""name"":""UAT Package"",""price"":1000.00,""creditAmount"":10,""validityDays"":30}]},{""id"":3,""name"":""UAT Campaign uat-20260604-234008"",""description"":""UAT campaign"",""status"":""ACTIVE"",""startAt"":""2026-06-04T16:35:10.308237Z"",""endAt"":""2026-06-11T16:40:10.309263Z"",""packages"":[{""i"
"14","crbt-campaign-service","Campaign subscribe","POST","http://localhost:8090/campaigns/subscribe","SKIP",,"0","","Missing packageId dependency",""
"15","crbt-campaign-service","Campaign generate","POST","http://localhost:8090/campaigns/generate?genre=Pop&mood=Happy","FAIL","500","16","uat-20260604-234008-015","The remote server returned an error: (500) Internal Server Error.","{""errorCode"":""COMMON_INTERNAL_ERROR"",""message"":""Internal server error"",""timestamp"":1780591210225}"
"16","crbt-community-library","Create category","POST","http://localhost:8091/library/categories","PASS","200","149","uat-20260604-234008-016","HTTP 200","{""success"":true,""message"":""OK"",""data"":{""id"":8,""name"":""UAT Category uat-20260604-234008"",""description"":""UAT category"",""createdAt"":""2026-06-04T16:40:10.293465Z"",""updatedAt"":""2026-06-04T16:40:10.293541Z""},""timestamp"":1780591210312}"
"17","crbt-community-library","List categories","GET","http://localhost:8091/library/categories","PASS","200","62","uat-20260604-234008-017","HTTP 200","{""success"":true,""message"":""OK"",""data"":[{""id"":1,""name"":""Pop"",""description"":""Popular mainstream music"",""createdAt"":""2026-06-04T16:39:30.969123Z"",""updatedAt"":null},{""id"":3,""name"":""EDM"",""description"":""Electronic Dance Music for clubs"",""createdAt"":""2026-06-04T16:39:30.969123Z"",""updatedAt"":null},{""id"":2,""name"":""TÃ¬nh cáº£m"",""description"":""Nháº¡c tÃ¬nh cáº£m, sÃ¢u láº¯ng"",""createdAt"":""2026-06-04T16:39:30.969123Z"",""updatedAt"":null},{""id"":4,""name"":""HÃ i hÆ°á»c"",""description"":""Nháº¡c hÃ i hÆ°á»c, vui nh"
"18","crbt-community-library","Update category","PUT","http://localhost:8091/library/categories/8","PASS","200","29","uat-20260604-234008-018","HTTP 200","{""success"":true,""message"":""OK"",""data"":{""id"":8,""name"":""UAT Category Updated uat-20260604-234008"",""description"":""UAT category updated"",""createdAt"":""2026-06-04T16:40:10.293465Z"",""updatedAt"":""2026-06-04T16:40:10.293541Z""},""timestamp"":1780591210465}"
"19","crbt-community-library","Create mood","POST","http://localhost:8091/library/moods","PASS","200","61","uat-20260604-234008-019","HTTP 200","{""success"":true,""message"":""OK"",""data"":{""id"":8,""name"":""UAT Mood uat-20260604-234008"",""description"":""UAT mood"",""createdAt"":""2026-06-04T16:40:10.521947Z"",""updatedAt"":""2026-06-04T16:40:10.521963Z""},""timestamp"":1780591210525}"
"20","crbt-community-library","List moods","GET","http://localhost:8091/library/moods","PASS","200","13","uat-20260604-234008-020","HTTP 200","{""success"":true,""message"":""OK"",""data"":[{""id"":1,""name"":""Vui"",""description"":""Vui váº», sÃ´i Äá»ng, tÃ­ch cá»±c"",""createdAt"":""2026-06-04T16:39:31.062589Z"",""updatedAt"":null},{""id"":2,""name"":""Buá»n"",""description"":""Tráº§m láº¯ng, u sáº§u, nhiá»u cáº£m xÃºc"",""createdAt"":""2026-06-04T16:39:31.062589Z"",""updatedAt"":null},{""id"":3,""name"":""Chill"",""description"":""ThÆ° giÃ£n, nháº¹ nhÃ ng, Ãªm dá»u"",""createdAt"":""2026-06-04T16:39:31.062589Z"",""updatedAt"":null},{""id"":4,""name"":""Hype"",""description"":""HÆ°ng pháº¥n,"
"21","crbt-community-library","Update mood","PUT","http://localhost:8091/library/moods/8","PASS","200","55","uat-20260604-234008-021","HTTP 200","{""success"":true,""message"":""OK"",""data"":{""id"":8,""name"":""UAT Mood Updated uat-20260604-234008"",""description"":""UAT mood updated"",""createdAt"":""2026-06-04T16:40:10.521947Z"",""updatedAt"":""2026-06-04T16:40:10.521963Z""},""timestamp"":1780591210603}"
"22","crbt-community-library","Create ringtone","POST","http://localhost:8091/library/ringtones","PASS","200","251","uat-20260604-234008-022","HTTP 200","{""success"":true,""message"":""OK"",""data"":{""id"":6,""title"":""UAT Ringtone uat-20260604-234008"",""artistName"":""UAT Artist"",""audioUrl"":""https://example.com/audio/uat-ringtone.mp3"",""coverImageUrl"":""https://example.com/cover.png"",""durationSeconds"":30,""featured"":true,""status"":true,""selectionCount"":0,""category"":{""id"":8,""name"":""UAT Category Updated uat-20260604-234008"",""description"":""UAT category updated"",""createdAt"":""2026-06-04T16:40:10.293465Z"",""updatedAt"":""2026-06-04T16:40:10.459400Z""},""mood"":{""id"":8,""name"
"23","crbt-community-library","Update ringtone","PUT","http://localhost:8091/library/ringtones/6","PASS","200","25","uat-20260604-234008-023","HTTP 200","{""success"":true,""message"":""OK"",""data"":{""id"":6,""title"":""UAT Ringtone Updated uat-20260604-234008"",""artistName"":""UAT Artist"",""audioUrl"":""https://example.com/audio/uat-ringtone.mp3"",""coverImageUrl"":""https://example.com/cover.png"",""durationSeconds"":30,""featured"":false,""status"":true,""selectionCount"":0,""category"":{""id"":8,""name"":""UAT Category Updated uat-20260604-234008"",""description"":""UAT category updated"",""createdAt"":""2026-06-04T16:40:10.293465Z"",""updatedAt"":""2026-06-04T16:40:10.459400Z""},""mood"":{""id"
"24","crbt-community-library","Patch ringtone status","PATCH","http://localhost:8091/library/ringtones/6/status","PASS","200","56","uat-20260604-234008-024","HTTP 200","{""success"":true,""message"":""OK"",""data"":{""id"":6,""title"":""UAT Ringtone Updated uat-20260604-234008"",""artistName"":""UAT Artist"",""audioUrl"":""https://example.com/audio/uat-ringtone.mp3"",""coverImageUrl"":""https://example.com/cover.png"",""durationSeconds"":30,""featured"":false,""status"":true,""selectionCount"":0,""category"":{""id"":8,""name"":""UAT Category Updated uat-20260604-234008"",""description"":""UAT category updated"",""createdAt"":""2026-06-04T16:40:10.293465Z"",""updatedAt"":""2026-06-04T16:40:10.459400Z""},""mood"":{""id"
"25","crbt-community-library","Search ringtones","GET","http://localhost:8091/library/ringtones/search?q=UAT","PASS","200","53","uat-20260604-234008-025","HTTP 200","{""success"":true,""message"":""OK"",""data"":{""content"":[{""id"":6,""title"":""UAT Ringtone Updated uat-20260604-234008"",""artistName"":""UAT Artist"",""audioUrl"":""https://example.com/audio/uat-ringtone.mp3"",""coverImageUrl"":""https://example.com/cover.png"",""durationSeconds"":30,""featured"":false,""status"":true,""selectionCount"":0,""category"":{""id"":8,""name"":""UAT Category Updated uat-20260604-234008"",""description"":""UAT category updated"",""createdAt"":""2026-06-04T16:40:10.293465Z"",""updatedAt"":""2026-06-04T16:40:10.459400Z""}"
"26","crbt-community-library","Ringtone statistics","GET","http://localhost:8091/library/ringtones/statistics","PASS","200","24","uat-20260604-234008-026","HTTP 200","{""success"":true,""message"":""OK"",""data"":{""totalTracks"":6,""activeTracks"":6,""inactiveTracks"":0,""totalSelections"":0},""timestamp"":1780591211010}"
"27","crbt-community-library","Export ringtones","GET","http://localhost:8091/library/ringtones/export","PASS","200","19","uat-20260604-234008-027","HTTP 200","ï»¿ID,Title,Artist,Category,Mood,Duration (s),Upload Date,Selection Count,Status
3,""Animals"",""Martin Garrix"",""EDM"",""NÄng Äá»ng"",30,2026-06-04,0,Active
1,""Láº¡c TrÃ´i"",""SÆ¡n TÃ¹ng M-TP"",""Thiáº¿u nhi"",""Vui"",30,2026-06-04,0,Active
2,""Waiting For You"",""MONO"",""Thiáº¿u nhi"",""Vui"",30,2026-06-04,0,Active
5,""River Flows In You"",""Yiruma"",""HÃ i hÆ°á»c"",""ThÆ° giÃ£n"",30,2026-06-04,0,Active
4,""Hotel California"",""Eagles"",""TÃ¬nh cáº£m"",""Chill"",30,2026-06-04,0,Active
6,""UAT Ringtone Updated uat-20260604-2340"
"28","crbt-community-library","Random ringtone","GET","http://localhost:8091/library/ringtones/random","PASS","200","32","uat-20260604-234008-028","HTTP 200","{""success"":true,""message"":""OK"",""data"":{""id"":2,""title"":""Waiting For You"",""artistName"":""MONO"",""audioUrl"":""http://minio:9000/audio/waiting-for-you.mp3"",""coverImageUrl"":null,""durationSeconds"":30,""featured"":true,""status"":true,""selectionCount"":0,""category"":{""id"":5,""name"":""Thiáº¿u nhi"",""description"":""Nháº¡c thiáº¿u nhi, vui tÆ°Æ¡i"",""createdAt"":""2026-06-04T16:39:30.969123Z"",""updatedAt"":null},""mood"":{""id"":1,""name"":""Vui"",""description"":""Vui váº», sÃ´i Äá»ng, tÃ­ch cá»±c"",""createdAt"":""2026-06-04T16:39:31."
"29","audio-generation-service","Audio job submit","POST","http://localhost:8092/audio-jobs","PASS","202","1027","uat-20260604-234008-029","HTTP 202","{""success"":true,""message"":""OK"",""data"":{""id"":1,""prompt"":""Create short upbeat UAT CRBT tune"",""voiceId"":""vi-VN-HoaiMyNeural"",""status"":""FAILED"",""resultUrl"":null,""errorMessage"":""Connection refused executing POST http://file-service/api/files/internal/upload-audio?bucket=media-audio"",""createdAt"":""2026-06-04T16:40:11.384980508Z""},""timestamp"":1780591211981}"
"30","audio-generation-service","Audio job list","GET","http://localhost:8092/audio-jobs","PASS","200","70","uat-20260604-234008-030","HTTP 200","{""success"":true,""message"":""OK"",""data"":[{""id"":1,""prompt"":""Create short upbeat UAT CRBT tune"",""voiceId"":""vi-VN-HoaiMyNeural"",""status"":""FAILED"",""resultUrl"":null,""errorMessage"":""Connection refused executing POST http://file-service/api/files/internal/upload-audio?bucket=media-audio"",""createdAt"":""2026-06-04T16:40:11.384981Z""}],""timestamp"":1780591212111}"
"31","audio-generation-service","Audio job detail","GET","http://localhost:8092/audio-jobs/1","PASS","200","15","uat-20260604-234008-031","HTTP 200","{""success"":true,""message"":""OK"",""data"":{""id"":1,""prompt"":""Create short upbeat UAT CRBT tune"",""voiceId"":""vi-VN-HoaiMyNeural"",""status"":""FAILED"",""resultUrl"":null,""errorMessage"":""Connection refused executing POST http://file-service/api/files/internal/upload-audio?bucket=media-audio"",""createdAt"":""2026-06-04T16:40:11.384981Z""},""timestamp"":1780591212129}"
"32","audio-generation-service","Audio analyze","POST","http://localhost:8092/audio-jobs/analyze","FAIL","500","8","uat-20260604-234008-032","The remote server returned an error: (500) Internal Server Error.","{""errorCode"":""COMMON_INTERNAL_ERROR"",""message"":""Internal server error"",""timestamp"":1780591212143}"
"33","audio-generation-service","DIY generate","POST","http://localhost:8092/diy/generate","WARN","400","10","uat-20260604-234008-033","The remote server returned an error: (400) Bad Request.","{""errorCode"":""COMMON_BAD_REQUEST"",""message"":""Missing vocal start or end time"",""timestamp"":1780591212156}"
"34","audio-generation-service","DIY analyze","POST","http://localhost:8092/diy/analyze","WARN","400","13","uat-20260604-234008-034","The remote server returned an error: (400) Bad Request.","{""errorCode"":""COMMON_BAD_REQUEST"",""message"":""Either file or audioFileKey must be provided"",""timestamp"":1780591212165}"
"35","crbt-core-adapter","Assign ringtone","POST","http://localhost:8094/ringtone-assignments","PASS","202","360","uat-20260604-234008-035","HTTP 202","{""success"":true,""message"":""OK"",""data"":{""id"":1,""msisdn"":""84960000999"",""ringtoneUrl"":""https://example.com/audio/uat-ringtone.mp3"",""status"":""FAILED"",""mytoneTransactionId"":null,""errorMessage"":""Transcoding failure: https://example.com/audio/uat-ringtone.mp3"",""createdAt"":""2026-06-04T16:40:12.227380510Z""},""timestamp"":1780591212447}"
"36","crbt-core-adapter","List assignments","GET","http://localhost:8094/ringtone-assignments?msisdn=84960000999","PASS","200","94","uat-20260604-234008-036","HTTP 200","{""success"":true,""message"":""OK"",""data"":[{""id"":1,""msisdn"":""84960000999"",""ringtoneUrl"":""https://example.com/audio/uat-ringtone.mp3"",""status"":""FAILED"",""mytoneTransactionId"":null,""errorMessage"":""Transcoding failure: https://example.com/audio/uat-ringtone.mp3"",""createdAt"":""2026-06-04T16:40:12.227381Z""}],""timestamp"":1780591212603}"
"37","file-service","Presigned upload URL","GET","http://localhost:8083/api/files/presigned/upload?originalName=uat-audio.mp3&contentType=audio/mpeg","PASS","200","153","uat-20260604-234008-037","HTTP 200","{""success"":true,""message"":""OK"",""data"":{""fileId"":1,""objectKey"":""994f05bd-996e-4b3c-a56e-1bb9509ee003-uat-audio.mp3"",""url"":""http://localhost:9000/media-temp/994f05bd-996e-4b3c-a56e-1bb9509ee003-uat-audio.mp3?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=admin%2F20260604%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260604T164012Z&X-Amz-Expires=300&X-Amz-SignedHeaders=host&X-Amz-Signature=32a0c8bf10c2c54dbfb13ebdf9bf6646f86935af0385d10a11b78a07ea86ec79"",""expiresInSeconds"":300},""timestamp"":178059"
"38","file-service","Multipart upload","POST","http://localhost:8083/api/files/upload","FAIL","500","21","uat-20260604-234008-038","The remote server returned an error: (500) Internal Server Error.","{""errorCode"":""COMMON_INTERNAL_ERROR"",""message"":""Internal server error"",""timestamp"":1780591212780}"
"39","file-service","Confirm file","POST","http://localhost:8083/api/files/{fileId}/confirm","SKIP",,"0","","Missing fileId dependency",""
"40","file-service","Presigned download URL","GET","http://localhost:8083/api/files/{fileId}/presigned/download","SKIP",,"0","","Missing fileId dependency",""
"41","file-service","Internal upload audio","POST","http://localhost:8083/api/files/internal/upload-audio?bucket=media-audio","FAIL","500","91","uat-20260604-234008-041","The remote server returned an error: (500) Internal Server Error.","{""errorCode"":""FILE_UPLOAD_FAILED"",""message"":""Failed to upload file to storage"",""timestamp"":1780591212871}"
"42","crbt-credit-transaction-service","Credit transaction history","GET","http://localhost:8093/credit-transactions/history","PASS","200","140","uat-20260604-234008-042","HTTP 200","{""success"":true,""message"":""OK"",""data"":{""content"":[{""id"":4,""userId"":3,""amount"":1,""direction"":""DEDUCT"",""reason"":""UAT_DEDUCT"",""referenceId"":""uat-20260604-234008-wallet-deduct"",""timestamp"":1780591210106,""createdAt"":""2026-06-04T16:40:10.108420Z""},{""id"":3,""userId"":3,""amount"":5,""direction"":""ADD"",""reason"":""UAT_ADD"",""referenceId"":""uat-20260604-234008-wallet-add"",""timestamp"":1780591210047,""createdAt"":""2026-06-04T16:40:10.049729Z""},{""id"":2,""userId"":3,""amount"":1,""direction"":""DEDUCT"",""reason"":""UAT_DEDUCT"",""r"
"43","crbt-credit-transaction-service","Credit transaction export","GET","http://localhost:8093/credit-transactions/export","PASS","200","18","uat-20260604-234008-043","HTTP 200","ID,User ID,Amount,Direction,Reason,Reference ID,Timestamp,Created At
1,3,5,ADD,""UAT_ADD"",uat-20260604-233948-wallet-add,1780591191799,2026-06-04T16:39:51.832924Z
2,3,1,DEDUCT,""UAT_DEDUCT"",uat-20260604-233948-wallet-deduct,1780591191830,2026-06-04T16:39:51.855039Z
3,3,5,ADD,""UAT_ADD"",uat-20260604-234008-wallet-add,1780591210047,2026-06-04T16:40:10.049729Z
4,3,1,DEDUCT,""UAT_DEDUCT"",uat-20260604-234008-wallet-deduct,1780591210106,2026-06-04T16:40:10.108420Z
"
"44","audit-log-service","Audit query","GET","http://localhost:8084/audit/query","PASS","200","127","uat-20260604-234008-044","HTTP 200","{""success"":true,""message"":""OK"",""data"":{""content"":[{""id"":49,""userId"":3,""action"":""GET /credit-transactions/export"",""sourceIp"":""172.18.0.1"",""status"":""SUCCESS"",""metadataJson"":""{\""duration_ms\"":6,\""controller\"":\""CreditTransactionController\"",\""method\"":\""exportCsv\"",\""request_uri\"":\""/credit-transactions/export\""}"",""timestamp"":1780591213017,""createdAt"":""2026-06-04T16:40:13.019591Z""},{""id"":48,""userId"":3,""action"":""GET /credit-transactions/history"",""sourceIp"":""172.18.0.1"",""status"":""SUCCESS"",""metadataJs"
"45","crbt-core-adapter","Remove assignment","DELETE","http://localhost:8094/ringtone-assignments/1","PASS","200","115","uat-20260604-234008-045","HTTP 200","{""success"":true,""message"":""OK"",""data"":{""id"":1,""msisdn"":""84960000999"",""ringtoneUrl"":""https://example.com/audio/uat-ringtone.mp3"",""status"":""FAILED"",""mytoneTransactionId"":null,""errorMessage"":""Mytone unavailable: I/O error on DELETE request for \""https://cms.mytone.example.com/api/ringtones/84960000999\"": cms.mytone.example.com: Name does not resolve"",""createdAt"":""2026-06-04T16:40:12.227381Z""},""timestamp"":1780591213250}"
"46","file-service","Delete file","DELETE","http://localhost:8083/api/files/{fileId}","SKIP",,"0","","Missing fileId dependency",""
"47","crbt-community-library","Delete ringtone","DELETE","http://localhost:8091/library/ringtones/6","PASS","200","154","uat-20260604-234008-047","HTTP 200","{""success"":true,""message"":""OK"",""data"":null,""timestamp"":1780591213398}"
"48","crbt-community-library","Delete mood","DELETE","http://localhost:8091/library/moods/8","PASS","200","18","uat-20260604-234008-048","HTTP 200","{""success"":true,""message"":""OK"",""data"":null,""timestamp"":1780591213417}"
"49","crbt-community-library","Delete category","DELETE","http://localhost:8091/library/categories/8","PASS","200","16","uat-20260604-234008-049","HTTP 200","{""success"":true,""message"":""OK"",""data"":null,""timestamp"":1780591213433}"
