"seq","service","name","method","url","status","statusCode","durationMs","correlationId","message","responseExcerpt"
"19","crbt-community-library","Create mood","POST","http://localhost:8091/library/moods","PASS","200","54","uat-20260605-081205-019","HTTP 200","{""success"":true,""message"":""OK"",""data"":{""id"":10,""name"":""UAT Mood uat-20260605-081205"",""description"":""UAT mood"",""createdAt"":""2026-06-05T01:12:07.496545Z"",""updatedAt"":""2026-06-05T01:12:07.496564Z""},""timestamp"":1780621927499}"
"20","crbt-community-library","List moods","GET","http://localhost:8091/library/moods","PASS","200","12","uat-20260605-081205-020","HTTP 200","{""success"":true,""message"":""OK"",""data"":[{""id"":1,""name"":""Vui"",""description"":""Vui váº», sÃ´i Äá»ng, tÃ­ch cá»±c"",""createdAt"":""2026-06-04T16:39:31.062589Z"",""updatedAt"":null},{""id"":2,""name"":""Buá»n"",""description"":""Tráº§m láº¯ng, u sáº§u, nhiá»u cáº£m xÃºc"",""createdAt"":""2026-06-04T16:39:31.062589Z"",""updatedAt"":null},{""id"":3,""name"":""Chill"",""description"":""ThÆ° giÃ£n, nháº¹ nhÃ ng, Ãªm dá»u"",""createdAt"":""2026-06-04T16:39:31.062589Z"",""updatedAt"":null},{""id"":4,""name"":""Hype"",""description"":""HÆ°ng pháº¥n,"
"21","crbt-community-library","Update mood","PUT","http://localhost:8091/library/moods/10","PASS","200","54","uat-20260605-081205-021","HTTP 200","{""success"":true,""message"":""OK"",""data"":{""id"":10,""name"":""UAT Mood Updated uat-20260605-081205"",""description"":""UAT mood updated"",""createdAt"":""2026-06-05T01:12:07.496545Z"",""updatedAt"":""2026-06-05T01:12:07.496564Z""},""timestamp"":1780621927571}"
"22","crbt-community-library","Create ringtone","POST","http://localhost:8091/library/ringtones","PASS","200","150","uat-20260605-081205-022","HTTP 200","{""success"":true,""message"":""OK"",""data"":{""id"":8,""title"":""UAT Ringtone uat-20260605-081205"",""artistName"":""UAT Artist"",""audioUrl"":""https://example.com/audio/uat-ringtone.mp3"",""coverImageUrl"":""https://example.com/cover.png"",""durationSeconds"":30,""featured"":true,""status"":true,""selectionCount"":0,""category"":{""id"":10,""name"":""UAT Category Updated uat-20260605-081205"",""description"":""UAT category updated"",""createdAt"":""2026-06-05T01:12:07.347059Z"",""updatedAt"":""2026-06-05T01:12:07.441951Z""},""mood"":{""id"":10,""na"
"23","crbt-community-library","Update ringtone","PUT","http://localhost:8091/library/ringtones/8","PASS","200","14","uat-20260605-081205-023","HTTP 200","{""success"":true,""message"":""OK"",""data"":{""id"":8,""title"":""UAT Ringtone Updated uat-20260605-081205"",""artistName"":""UAT Artist"",""audioUrl"":""https://example.com/audio/uat-ringtone.mp3"",""coverImageUrl"":""https://example.com/cover.png"",""durationSeconds"":30,""featured"":false,""status"":true,""selectionCount"":0,""category"":{""id"":10,""name"":""UAT Category Updated uat-20260605-081205"",""description"":""UAT category updated"",""createdAt"":""2026-06-05T01:12:07.347059Z"",""updatedAt"":""2026-06-05T01:12:07.441951Z""},""mood"":{""i"
"24","crbt-community-library","Patch ringtone status","PATCH","http://localhost:8091/library/ringtones/8/status","PASS","200","58","uat-20260605-081205-024","HTTP 200","{""success"":true,""message"":""OK"",""data"":{""id"":8,""title"":""UAT Ringtone Updated uat-20260605-081205"",""artistName"":""UAT Artist"",""audioUrl"":""https://example.com/audio/uat-ringtone.mp3"",""coverImageUrl"":""https://example.com/cover.png"",""durationSeconds"":30,""featured"":false,""status"":true,""selectionCount"":0,""category"":{""id"":10,""name"":""UAT Category Updated uat-20260605-081205"",""description"":""UAT category updated"",""createdAt"":""2026-06-05T01:12:07.347059Z"",""updatedAt"":""2026-06-05T01:12:07.441951Z""},""mood"":{""i"
"25","crbt-community-library","Search ringtones","GET","http://localhost:8091/library/ringtones/search?q=UAT","PASS","200","15","uat-20260605-081205-025","HTTP 200","{""success"":true,""message"":""OK"",""data"":{""content"":[{""id"":8,""title"":""UAT Ringtone Updated uat-20260605-081205"",""artistName"":""UAT Artist"",""audioUrl"":""https://example.com/audio/uat-ringtone.mp3"",""coverImageUrl"":""https://example.com/cover.png"",""durationSeconds"":30,""featured"":false,""status"":true,""selectionCount"":0,""category"":{""id"":10,""name"":""UAT Category Updated uat-20260605-081205"",""description"":""UAT category updated"",""createdAt"":""2026-06-05T01:12:07.347059Z"",""updatedAt"":""2026-06-05T01:12:07.441951Z"""
"26","crbt-community-library","Ringtone statistics","GET","http://localhost:8091/library/ringtones/statistics","PASS","200","12","uat-20260605-081205-026","HTTP 200","{""success"":true,""message"":""OK"",""data"":{""totalTracks"":6,""activeTracks"":6,""inactiveTracks"":0,""totalSelections"":0},""timestamp"":1780621927835}"
"27","crbt-community-library","Export ringtones","GET","http://localhost:8091/library/ringtones/export","PASS","200","16","uat-20260605-081205-027","HTTP 200","ï»¿ID,Title,Artist,Category,Mood,Duration (s),Upload Date,Selection Count,Status
3,""Animals"",""Martin Garrix"",""EDM"",""NÄng Äá»ng"",30,2026-06-04,0,Active
1,""Láº¡c TrÃ´i"",""SÆ¡n TÃ¹ng M-TP"",""Thiáº¿u nhi"",""Vui"",30,2026-06-04,0,Active
2,""Waiting For You"",""MONO"",""Thiáº¿u nhi"",""Vui"",30,2026-06-04,0,Active
5,""River Flows In You"",""Yiruma"",""HÃ i hÆ°á»c"",""ThÆ° giÃ£n"",30,2026-06-04,0,Active
4,""Hotel California"",""Eagles"",""TÃ¬nh cáº£m"",""Chill"",30,2026-06-04,0,Active
8,""UAT Ringtone Updated uat-20260605-0812"
"28","crbt-community-library","Random ringtone","GET","http://localhost:8091/library/ringtones/random","PASS","200","12","uat-20260605-081205-028","HTTP 200","{""success"":true,""message"":""OK"",""data"":{""id"":1,""title"":""Láº¡c TrÃ´i"",""artistName"":""SÆ¡n TÃ¹ng M-TP"",""audioUrl"":""http://minio:9000/audio/lac-troi.mp3"",""coverImageUrl"":null,""durationSeconds"":30,""featured"":true,""status"":true,""selectionCount"":0,""category"":{""id"":5,""name"":""Thiáº¿u nhi"",""description"":""Nháº¡c thiáº¿u nhi, vui tÆ°Æ¡i"",""createdAt"":""2026-06-04T16:39:30.969123Z"",""updatedAt"":null},""mood"":{""id"":1,""name"":""Vui"",""description"":""Vui váº», sÃ´i Äá»ng, tÃ­ch cá»±c"",""createdAt"":""2026-06-04T16:39:31."
"29","audio-generation-service","Audio job submit","POST","http://localhost:8092/audio-jobs","PASS","202","796","uat-20260605-081205-029","HTTP 202","{""success"":true,""message"":""OK"",""data"":{""id"":3,""prompt"":""Create short upbeat UAT CRBT tune"",""voiceId"":""vi-VN-HoaiMyNeural"",""status"":""COMPLETED"",""resultUrl"":""http://localhost:9000/media-audio/lyria-acb2aadb-4362-4204-9fbe-6958fb6ee889.mp3"",""errorMessage"":null,""createdAt"":""2026-06-05T01:12:07.884061487Z""},""timestamp"":1780621928661}"
"30","audio-generation-service","Audio job list","GET","http://localhost:8092/audio-jobs","PASS","200","11","uat-20260605-081205-030","HTTP 200","{""success"":true,""message"":""OK"",""data"":[{""id"":3,""prompt"":""Create short upbeat UAT CRBT tune"",""voiceId"":""vi-VN-HoaiMyNeural"",""status"":""COMPLETED"",""resultUrl"":""http://localhost:9000/media-audio/lyria-acb2aadb-4362-4204-9fbe-6958fb6ee889.mp3"",""errorMessage"":null,""createdAt"":""2026-06-05T01:12:07.884061Z""},{""id"":2,""prompt"":""Create short upbeat UAT CRBT tune"",""voiceId"":""vi-VN-HoaiMyNeural"",""status"":""FAILED"",""resultUrl"":null,""errorMessage"":""Downstream service error"",""createdAt"":""2026-06-05T01:10:42.2758"
"31","audio-generation-service","Audio job detail","GET","http://localhost:8092/audio-jobs/3","PASS","200","10","uat-20260605-081205-031","HTTP 200","{""success"":true,""message"":""OK"",""data"":{""id"":3,""prompt"":""Create short upbeat UAT CRBT tune"",""voiceId"":""vi-VN-HoaiMyNeural"",""status"":""COMPLETED"",""resultUrl"":""http://localhost:9000/media-audio/lyria-acb2aadb-4362-4204-9fbe-6958fb6ee889.mp3"",""errorMessage"":null,""createdAt"":""2026-06-05T01:12:07.884061Z""},""timestamp"":1780621928689}"
"32","audio-generation-service","Audio analyze","POST","http://localhost:8092/audio-jobs/analyze","FAIL","500","4","uat-20260605-081205-032","The remote server returned an error: (500) Internal Server Error.","{""errorCode"":""COMMON_INTERNAL_ERROR"",""message"":""Internal server error"",""timestamp"":1780621928700}"
"33","audio-generation-service","DIY generate","POST","http://localhost:8092/diy/generate","WARN","400","8","uat-20260605-081205-033","The remote server returned an error: (400) Bad Request.","{""errorCode"":""COMMON_BAD_REQUEST"",""message"":""Missing vocal start or end time"",""timestamp"":1780621928710}"
"34","audio-generation-service","DIY analyze","POST","http://localhost:8092/diy/analyze","WARN","400","6","uat-20260605-081205-034","The remote server returned an error: (400) Bad Request.","{""errorCode"":""COMMON_BAD_REQUEST"",""message"":""Either file or audioFileKey must be provided"",""timestamp"":1780621928717}"
"35","crbt-core-adapter","Assign ringtone","POST","http://localhost:8094/ringtone-assignments","PASS","202","110","uat-20260605-081205-035","HTTP 202","{""success"":true,""message"":""OK"",""data"":{""id"":3,""msisdn"":""84960000999"",""ringtoneUrl"":""https://example.com/audio/uat-ringtone.mp3"",""status"":""FAILED"",""mytoneTransactionId"":null,""errorMessage"":""Transcoding failure: https://example.com/audio/uat-ringtone.mp3"",""createdAt"":""2026-06-05T01:12:08.726237172Z""},""timestamp"":1780621928822}"
"36","crbt-core-adapter","List assignments","GET","http://localhost:8094/ringtone-assignments?msisdn=84960000999","PASS","200","13","uat-20260605-081205-036","HTTP 200","{""success"":true,""message"":""OK"",""data"":[{""id"":3,""msisdn"":""84960000999"",""ringtoneUrl"":""https://example.com/audio/uat-ringtone.mp3"",""status"":""FAILED"",""mytoneTransactionId"":null,""errorMessage"":""Transcoding failure: https://example.com/audio/uat-ringtone.mp3"",""createdAt"":""2026-06-05T01:12:08.726237Z""},{""id"":2,""msisdn"":""84960000999"",""ringtoneUrl"":""https://example.com/audio/uat-ringtone.mp3"",""status"":""FAILED"",""mytoneTransactionId"":null,""errorMessage"":""Mytone unavailable: I/O error on DELETE request for"
"37","file-service","Presigned upload URL","GET","http://localhost:8083/api/files/presigned/upload?originalName=uat-audio.mp3&contentType=audio/mpeg","PASS","200","16","uat-20260605-081205-037","HTTP 200","{""success"":true,""message"":""OK"",""data"":{""fileId"":3,""objectKey"":""ee1ded54-0a62-45de-9bea-231f3bf9f8bf-uat-audio.mp3"",""url"":""http://localhost:9000/media-temp/ee1ded54-0a62-45de-9bea-231f3bf9f8bf-uat-audio.mp3?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=admin%2F20260605%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260605T011208Z&X-Amz-Expires=300&X-Amz-SignedHeaders=host&X-Amz-Signature=5fa57f386413d17e08a726770d3f149bc4210018a8a4e8daef2f0b43d396293f"",""expiresInSeconds"":300},""timestamp"":178062"
"38","file-service","Multipart upload","POST","http://localhost:8083/api/files/upload","FAIL","500","47","uat-20260605-081205-038","The remote server returned an error: (500) Internal Server Error.","{""errorCode"":""COMMON_INTERNAL_ERROR"",""message"":""Internal server error"",""timestamp"":1780621928917}"
"39","file-service","Confirm file","POST","http://localhost:8083/api/files/{fileId}/confirm","SKIP",,"0","","Missing fileId dependency",""
"40","file-service","Presigned download URL","GET","http://localhost:8083/api/files/{fileId}/presigned/download","SKIP",,"0","","Missing fileId dependency",""
"41","file-service","Internal upload audio","POST","http://localhost:8083/api/files/internal/upload-audio?bucket=media-audio","PASS","200","16","uat-20260605-081205-041","HTTP 200","{""success"":true,""message"":""OK"",""data"":""http://localhost:9000/media-audio/lyria-0b8b176d-65db-4ec9-a66e-70e036cc3db0.mp3"",""timestamp"":1780621928931}"
"42","crbt-credit-transaction-service","Credit transaction history","GET","http://localhost:8093/credit-transactions/history","PASS","200","14","uat-20260605-081205-042","HTTP 200","{""success"":true,""message"":""OK"",""data"":{""content"":[{""id"":9,""userId"":3,""amount"":1,""direction"":""DEDUCT"",""reason"":""UAT_DEDUCT"",""referenceId"":""uat-20260605-081205-wallet-deduct"",""timestamp"":1780621926920,""createdAt"":""2026-06-05T01:12:06.922309Z""},{""id"":8,""userId"":3,""amount"":5,""direction"":""ADD"",""reason"":""UAT_ADD"",""referenceId"":""uat-20260605-081205-wallet-add"",""timestamp"":1780621926860,""createdAt"":""2026-06-05T01:12:06.863261Z""},{""id"":7,""userId"":3,""amount"":11,""direction"":""ADD"",""reason"":""Subscription: UA"
"43","crbt-credit-transaction-service","Credit transaction export","GET","http://localhost:8093/credit-transactions/export","PASS","200","12","uat-20260605-081205-043","HTTP 200","ID,User ID,Amount,Direction,Reason,Reference ID,Timestamp,Created At
1,3,5,ADD,""UAT_ADD"",uat-20260604-233948-wallet-add,1780591191799,2026-06-04T16:39:51.832924Z
2,3,1,DEDUCT,""UAT_DEDUCT"",uat-20260604-233948-wallet-deduct,1780591191830,2026-06-04T16:39:51.855039Z
3,3,5,ADD,""UAT_ADD"",uat-20260604-234008-wallet-add,1780591210047,2026-06-04T16:40:10.049729Z
4,3,1,DEDUCT,""UAT_DEDUCT"",uat-20260604-234008-wallet-deduct,1780591210106,2026-06-04T16:40:10.108420Z
5,3,5,ADD,""UAT_ADD"",uat-20260605-081038-w"
"44","audit-log-service","Audit query","GET","http://localhost:8084/audit/query","PASS","200","15","uat-20260605-081205-044","HTTP 200","{""success"":true,""message"":""OK"",""data"":{""content"":[{""id"":137,""userId"":3,""action"":""GET /credit-transactions/export"",""sourceIp"":""172.18.0.1"",""status"":""SUCCESS"",""metadataJson"":""{\""duration_ms\"":3,\""controller\"":\""CreditTransactionController\"",\""method\"":\""exportCsv\"",\""request_uri\"":\""/credit-transactions/export\""}"",""timestamp"":1780621928961,""createdAt"":""2026-06-05T01:12:08.962985Z""},{""id"":136,""userId"":3,""action"":""GET /credit-transactions/history"",""sourceIp"":""172.18.0.1"",""status"":""SUCCESS"",""metadata"
"45","crbt-core-adapter","Remove assignment","DELETE","http://localhost:8094/ringtone-assignments/3","PASS","200","19","uat-20260605-081205-045","HTTP 200","{""success"":true,""message"":""OK"",""data"":{""id"":3,""msisdn"":""84960000999"",""ringtoneUrl"":""https://example.com/audio/uat-ringtone.mp3"",""status"":""FAILED"",""mytoneTransactionId"":null,""errorMessage"":""Mytone unavailable: I/O error on DELETE request for \""https://cms.mytone.example.com/api/ringtones/84960000999\"": cms.mytone.example.com: Name does not resolve"",""createdAt"":""2026-06-05T01:12:08.726237Z""},""timestamp"":1780621928999}"
"46","file-service","Delete file","DELETE","http://localhost:8083/api/files/{fileId}","SKIP",,"0","","Missing fileId dependency",""
"47","crbt-community-library","Delete ringtone","DELETE","http://localhost:8091/library/ringtones/8","PASS","200","20","uat-20260605-081205-047","HTTP 200","{""success"":true,""message"":""OK"",""data"":null,""timestamp"":1780621929021}"
"48","crbt-community-library","Delete mood","DELETE","http://localhost:8091/library/moods/10","PASS","200","14","uat-20260605-081205-048","HTTP 200","{""success"":true,""message"":""OK"",""data"":null,""timestamp"":1780621929038}"
"49","crbt-community-library","Delete category","DELETE","http://localhost:8091/library/categories/10","PASS","200","13","uat-20260605-081205-049","HTTP 200","{""success"":true,""message"":""OK"",""data"":null,""timestamp"":1780621929053}"
